index,Location,Latitude,Longitude
4132,"Montreal, Canada",45.5018869,-73.5673919
4133,"Mt. Waialeale, Hawaii",22.0706522,-159.4961272
4134,"Off Rasal, United Arab Emirates",25.6741343,55.9804173
4135,"CÃ³rdoba, Argentina",-31.4200833,-64.1887761
4136,"Asmara, Eritrea",15.3317304,38.9300394
4137,"Pico de Orizaba, Mexico",19.0303819,-97.2680761
4138,"Southhampton, England",50.9105468,-1.4049018
4139,"Barcelona, Spain",41.3873974,2.168568
4140,"Manacapuru River, Brazil",-3.052895682,-61.62141005
4141,"Near Quiberon, France",47.482133,-3.121053
4142,"Kochi, India",9.9312328,76.2673041
4143,"Kincolith, British Columbia, Canada",54.994444,-129.954167
4144,"Saurimo, Angola",-9.6612173,20.3904598
4145,"Foveaux Strait, New Zealand",-46.5893332,168.0628923
4146,"Near Ghorepani, Nepal",28.4007902,83.6999856
4147,"Pretoria, South Africa",-25.7565723,28.1913815
4148,"Manibagi, Myanmar",21.916221,95.955974
4149,"Quito, Ecuador",-0.1806532,-78.4678382
4150,"Off Peggy's Cove, Nova Scotia, Canada",44.4939204,-63.9140476
4151,Angola,-11.202692,17.873887
4152,"Port Alsworth, Alaska",60.1981603,-154.3240808
4153,"Islamabad, Pakistan",33.6995086,73.0362897
4154,"Near Nador, Morroco",35.1686165,-2.9275836
4155,"Praia, Cape Verde",14.919775,-23.5073437
4156,"Off Mannar, Sri Lanka",8.9809743,79.9044149
4157,"Near Canaima, Venezuela",6.2390194,-62.8529363
4158,"Near Kindu, Congo",-2.9492205,25.9231471
4159,"Yerevan, Armenia",40.1872023,44.515209
4160,"Rwenzori mountains, Uganda",1.373333,32.290275
4161,"Near Quetzaltenango, Guatemala",14.8446068,-91.5231866
4162,"Near Krasnoyarsk, Russia",56.0152834,92.8932476
4163,"Edgewater, Maryland",38.940564,-76.5629398
4164,"Baie-Comeau, Canada",49.2212971,-68.1503944
4165,"Near Surat Thani, Thailand",9.1341949,99.3334198
4166,"Near Cuito, Angola",-12.3940412,16.9417632
4167,"Saurimo, Angola",-9.6612173,20.3904598
4168,"MedellÃ­n, Colombia",6.2476376,-75.5658153
4169,"Vila Nova, Angola",-11.202692,17.873887
4170,"Near Huambo, Angola",-12.7739761,15.7468535
4171,"Guernsey, Channel Islands, England",49.4481982,-2.58949
4172,"Geilenkirchen, Germany",50.967168,6.1174584
4173,"Mayne Island, British Columbia, Canada",48.8476105,-123.2838914
4174,"Coconut Island, QLD, Australia",-10.0499406,143.0676416
4175,"Bluefields, Nicaragua",12.0111402,-83.7703693
4176,"Luanda, Angola",-8.8146556,13.2301756
4177,"Hoskins, Papua New Guinea",-5.4817061,150.3935521
4178,"Kinshasa, Democratic Republic Congo",-4.3032527,15.310528
4179,"Rui'an, China",27.7783799,120.65518
4180,"Genoa, Italy",44.4071448,8.9347381
4181,"New Delhi, India",28.6139298,77.2088282
4182,"Near Tame, Colombia",6.4586679,-71.7347737
4183,"Davis Inlet, Newfoundland, Canada",55.86524,-60.849828
4184,"Ribeirao Preto, Brazil",-21.1694018,-47.8110855
4185,"Near Ceyhan, Turkey",37.028765,35.8124309
4186,"Near Malaga, Colombia",6.7018002,-72.7320617
4187,"Shanghi, China",31.230416,121.473701
4188,"Off Port Vila, Vanuatu",-17.742979,168.3173027
4189,"Kuching, Malaysia",1.5533785,110.359503
4190,"Ol Kiombo, Kenya",-1.4086937,35.1105934
4191,"Little Rock, Arkansas",34.7444618,-92.2880157
4192,"Near Khartoum, Sudan",15.597431,32.535587
4193,"Coron, Philippines",12.0489179,120.1519011
4194,"Juneau, Alaska",58.3004933,-134.4201306
4195,"Goroka, Papua New Guinea",-6.0834773,145.3862638
4196,"Long Haul Lake, Manatoba, Canada",52.2426037,-96.1375396
4197,"Luzamba, Angola",-9.116389,18.049528
4198,"Sittwe, Myanmar",20.1527657,92.8676861
4199,"Villavicencio, Colombia",4.1491688,-73.6285475
4200,"Near Kathmandu, Nepal",27.7172453,85.3239605
4201,"Toluca , Mexico",19.2826098,-99.6556653
4202,"Off Martha's Vineyard, Massachusetts",41.3804981,-70.645473
4203,"Tokyo, Japan",35.6764225,139.650027
4204,"Near Orito, Colombia",0.6766345,-76.8796061
4205,"Nasevou Village, Fiji",-17.713371,178.065032
4206,"Santo Antao, Cape Verde Islands",17.091237,-25.141484
4207,"Hong Kong, China",22.3193039,114.1693611
4208,"Hualian, Taiwan",23.9830586,121.5997835
4209,"Turtkul, Uzbekistan",41.5518741,60.990675
4210,"Buenos Aires, Argentina",-34.6036844,-58.3815591
4211,"Near Kathmandu, Nepal",27.7172453,85.3239605
4212,"Girona, Spain",41.9794005,2.8214264
4213,"Bucharest, Romania",44.4267674,26.1025384
4214,"Belelm, Brazil",-1.4563432,-48.501299
4215,"Mt. Hidalgo, Mexico",20.1307262,-98.7340069
4216,"Dhahran, Saudi Arabia",26.2361248,50.0393017
4217,"San Carlos, Venezuela",9.6598946,-68.5812895
4218,"Aberdeen, South Dakota",45.4646985,-98.4864829
4219,"Off Nantucket Island, Massachusetts",41.28394,-70.0999891
4220,"Near Uruapan, Mexico",19.4064492,-102.0430476
4221,"Near Pristina, Kosovo",42.6629138,21.1655028
4222,"Moscow, Russia",55.755826,37.6173
4223,"Near Bayombang, Philippines",16.4804228,121.1481284
4224,"Kuwait City, Kuwait",29.375859,47.9774052
4225,"Sao Jorge, Azores (Portugal)",38.6409678,-28.0303189
4226,"Guatemala City, Guatemala",14.6349149,-90.5068824
4227,"Great Hallingbury, United Kingdom",51.8553402,0.1945479
4228,"Amritsar, India / Kandahar, Afghanistan",31.6339793,74.8722642
4229,"Bejuma, Venezuela",10.1771427,-68.2594012
4230,"Near Simara, Nepal",27.1902036,84.9921549
4231,"Near Zonguldak, Turkey",41.453521,31.78938
4232,"Abuja, Nigeria",9.0562646,7.4985259
4233,"Niederhasli, Switzerland",47.4788154,8.4871839
4234,"Off Marsa el-Brega, Libya",30.41,19.57
4235,"San Jose, Costa Rica",9.9280694,-84.0907246
4236,"Off Abidjan, Ivory Coast",5.3599517,-4.0082563
4237,"Off Point Mugu, California",34.0855624,-119.060935
4238,"Tehran, Iran",35.7218583,51.3346954
4239,"Sacramento, California",38.5815719,-121.4943996
4240,"Burbank, Calilfornia",34.1808392,-118.3089661
4241,"Moscow, Russia",55.755826,37.6173
4242,"Near Kuna Yala, Panama",9.238865,-78.2248291
4243,"Ennadai Lake, Canada",60.8842854,-101.1994594
4244,"Herreira, Spain",37.3606485,-4.8478124
4245,"Kadirana, Sri Lanka",7.210492,79.8809026
4246,"Huambo, Angola",-12.7739761,15.7468535
4247,"Near Anuradhapura, Sri Lanka",8.3113518,80.4036508
4248,"Marianna, Florida",30.7743596,-85.2268735
4249,"Pepa ,Congo",-7.70989,29.776951
4250,"Samal Island, Philippines",7.103312,125.7188463
4251,"Bapi, Papua New Guinea",-1.955492,147.213931
4252,"Lyon Satolas, France",45.7235661,5.0845927
4253,"Kurupung, Guyana",4.860416,-58.93018
4254,"Kaunakakai, Hawaii",21.0909869,-157.0186282
4255,"Moanda, Gabon",-1.5370282,13.2432632
4256,"Near Wilkes-Barre, Pennsylvania",41.2459149,-75.8813075
4257,"Near Manila, Philippines",14.5995124,120.9842195
4258,"Off Whyalla, Australia",-33.034582,137.5756408
4259,"Accra, Ghana",5.5592846,-0.1974306
4260,"Shitai, China",30.2265699,117.53895
4261,"Boca Raton, Florida",26.3683064,-80.1289321
4262,"Off Shimano, Japan",36.204824,138.252924
4263,"Off Cagayancillo, Philippines",9.634473,121.2397438
4264,"Near Villahermosa, Mexico",17.989456,-92.9475061
4265,"Villavicencio, Colombia",4.1491688,-73.6285475
4266,"Raleigh, North Carolina",35.7795897,-78.6381787
4267,"Patna, India",25.5940947,85.1375645
4268,"Linneus, Maine",46.038665,-67.9600193
4269,"Nassau, Bahamas",25.0443312,-77.3503609
4270,"Maui, Hawaii",20.7983626,-156.3319253
4271,"Gonesse, France",48.9864632,2.4497721
4272,"Mafraq, Jordan",32.341673,36.2020028
4273,"Jodhura, Nepal",28.394857,84.124008
4274,"Cubatao, Brazil",-23.8918211,-46.4248391
4275,"Puerto Montt, Chile",-41.4693622,-72.9424405
4276,"Burlington Township, New Jersey",40.0561471,-74.8458822
4277,"Near Tshikapa, Congo",-6.4192148,20.7926941
4278,"Off Manama, Bahrain",26.2235305,50.5875935
4279,"Mount Montezuma, Colombia",4.570868,-74.297333
4280,"Near Burketown, Australia",-17.7422259,139.5479392
4281,"Kumarapura, Sri Lanka",7.1886018,80.402048
4282,"Reynosa, Mexico",26.0508406,-98.2978951
4283,"Port Radium, Northwest Territories, Canada",66.089218,-118.014297
4284,"Wichita, Kansas",37.6871761,-97.330053
4285,"Hillsboro, Missouri",38.2320376,-90.5627432
4286,"Near Sam Neua, Laos",20.4170831,104.04787
4287,"Near Batumi, Republic of Georgia",41.6460978,41.64049
4288,"Near Monaquimbundo, Angola",-9.898251,19.993361
4289,"Taipei, Taiwan",25.0329694,121.5654177
4290,"Luabo, Democratic Republic Congo",-10.8155173,26.7408052
4291,"Fort Wayne, Indiana",41.079273,-85.1393513
4292,"Near Luanda, Angola",-8.8146556,13.2301756
4293,"Miami, Florida",25.7616798,-80.1917902
4294,"Near Sumacal, Beni, BO",,
4295,"Zheng Zou AB, China",35.86166,104.195397
4296,"Near Silimo, Indonesia",-4.4648706,138.9453684
4297,"Eider Point, Alaska",53.9619444,-166.5991667
4298,"Ciudad Bolivar, Venezuela",8.0882791,-63.5535552
4299,"Byers, Colorado",39.7102023,-104.2233886
4300,"El Yopal, Colombia",4.52113,-72.72718
4301,"Nurnberg, Germany",49.4521018,11.0766654
4302,"Beaver Island, Minnesota",45.5341319,-94.1494332
4303,"Jakobkondre, Suriname",3.919305,-56.027783
4304,"Near Granton Harbour, Scotland",55.9779195,-3.2421983
4305,"Unadilla, Georgia",32.2617127,-83.7365798
4306,"Bangkok, Thailand",13.7563309,100.5017651
4307,"Medina, Saudi Arabia",24.4672132,39.6024496
4308,"Gustavia, St. Barthélémy, French West Indies",17.8964345,-62.852201
4309,"Jadura, Indonesia",-0.789275,113.921327
4310,"Near Aspen, Colorado",39.1910983,-106.8175387
4311,"Adar Yeil, Sudan",12.862807,30.217636
4312,"Thanh Tranh Village, Vietnam",14.058324,108.277199
4313,"Near Roque Perez, Argentina",-35.4006236,-59.3348143
4314,"Malatya, Turkey",38.3553627,38.3335247
4315,"Near Sari, Iran",36.5658729,53.0586328
4316,"Mendoza, Argentina",-32.8894587,-68.8458386
4317,"Near Myakotino, Russia",56.773982,43.028571
4318,"Jayapura, Indonesia",-2.5916025,140.6689995
4319,"Near Irkutsk, Russia",52.2854834,104.2890222
4320,"Off Chinhae, South Korea",35.1297556,128.7373772
4321,"Near Puerto Cabello, Venezuela",10.4697685,-68.0298654
4322,"Near Moscow, Russia",55.755826,37.6173
4323,"ReykjavÃ­k, Iceland",64.1469868,-21.9407552
4324,"Near Meadview, Arizona",36.002155,-114.0684841
4325,"Mugogo, Democratic Republic Congo",-4.038333,21.758664
4326,"Ithaca, New York",42.4439614,-76.5018807
4327,"Lajes, Terceira, Azores",38.7625129,-27.1058848
4328,"Near Malaga, Spain",36.7211784,-4.4217199
4329,"Arlington, Virginia.",38.8799697,-77.1067698
4330,"New York City, New York",40.7127753,-74.0059728
4331,"New York City, New York",40.7127753,-74.0059728
4332,"Shanksville, Pennsylvania",40.0178571,-78.9072458
4333,"Near Chichen Itza, Mexico",20.6791438,-88.5683091
4334,"Belo Horizonte, Brazil",-19.919052,-43.9386685
4335,"Guatemala City, Guatemala",14.6349149,-90.5068824
4336,"110 miles SW of Sochi, Russia",43.6028079,39.7341543
4337,"Mollet Lake, Quebec, Canada",46.8130816,-71.2074596
4338,"Milan, Italy",45.4637384,9.1885446
4339,"Off Valencia, Spain",39.4699075,-0.3762881
4340,"Dillingham, Alaska",59.0395277,-158.4633056
4341,"Shamattawa, Canada",55.86172,-92.098404
4342,"Anchorage, Alaska",61.2175758,-149.8996785
4343,"Belle Harbor, Queens, New York",40.5754846,-73.8507279
4344,"Kalyazin, Russia",57.2409979,37.8281848
4345,"Pittsburgh, Pennsylvania",40.4406248,-79.9958864
4346,"Palade, Estonia",58.9685416,22.8502318
4347,"Birchwil, Switzerland",47.45826,8.6372
4348,"Port Harcourt, Nigeria",4.8472226,6.974604
4349,"Near Novaya Inya , Russia",59.375546,144.862197
4350,"Geti, Democratic Republic Congo",-4.038333,21.758664
4351,"Near Medellin, Colombia",6.2476376,-75.5658153
4352,"Bremerhaven, Germany",53.5395845,8.5809424
4353,"Birmingham, England",52.486243,-1.890401
4354,"Shamsi AFB, Pakistan",30.375321,69.345116
4355,"Bilbao, Spain",43.2630126,-2.9349852
4356,"Chilpancingo, Mexico",17.5515346,-99.5006322
4357,"Near Solo, Indonesia",-7.5695177,110.8250266
4358,"Near La Bonita, Ecuador",0.5319546,-77.5848665
4359,"Near Luena, Angola",-11.7714258,19.8901427
4360,"Near Ipiales, Colombia",0.83002,-77.6415554
4361,"Near Khorramabed, Iran",33.4646833,48.3389644
4362,"Monrovia, Liberia",6.3156068,-10.8073698
4363,"Lakhta, Russia",59.991839,30.1583357
4364,"Off Dumaguete, Philippines",9.3068402,123.3054467
4365,"Monte Rotondo, Italy",41.5140418,13.8277848
4366,"Near Placetas, Cuba",22.3179093,-79.6558242
4367,"Off Djibouti, Republic of Djibouti",11.825138,42.590275
4368,"Palma de Mallorca, Spain",39.5696005,2.6501603
4369,"Busan, South Korea",35.2100142,129.0688702
4370,"PopayÃ¡n, Colombia",2.4448143,-76.6147395
4371,"Near Abakan, Russia",53.7175644,91.4293172
4372,"Kano, Nigeria",12.0021794,8.5919561
4373,"Near Tunis, Tunisia",33.886917,9.537499
4374,"Off Dalian, China",38.9139899,121.6147
4375,"Near Calabar, Nigeria",4.9757165,8.3417006
4376,"Off Penghu Island, Taiwan",23.583333,119.583333
4377,"Near Nabire, Indonesia",-3.3722254,135.5016253
4378,"George, South Africa",-33.9777839,22.495311
4379,"Near Ndalatando, Angola",-9.2993916,14.9096846
4380,"Near Gardez, Afghanistan",33.6042793,69.2281531
4381,"Uberlingen, Germany",47.7661746,9.1702772
4382,"Bangui, Central African Republic",4.362156,18.5827765
4383,"Near Long Barai, Indonesia",-0.789275,113.921327
4384,"Off Cromer, Norfork, England",52.931448,1.301866
4385,"Surkhet, Nepal",28.517456,81.7787021
4386,"Lviv, Ukraine",49.839683,24.029717
4387,"Moscow, Russia",55.755826,37.6173
4388,"Caguas, Puerto Rico",18.2387995,-66.035249
4389,"Kadjuduwa Watta, Sri Lanka",7.873054,80.771797
4390,"Khankala, Chechnya",43.3080778,45.7697275
4391,"Pokhara, Nepal",28.2095831,83.9855674
4392,"Near Ayan, Russia",56.454056,138.167328
4393,"Rio Branco, Brazil",-9.9740249,-67.8098191
4394,"Paranapanema, Sao Paulo, Brazil",-23.3874436,-48.7240193
4395,"Near Natashquan, Quebec, Canada",50.194501,-61.831508
4396,"Vasco, India",15.3889103,73.8165873
4397,"Near Niederanven, Luxembourg",49.6514925,6.2559412
4398,"Tarakan, Indonesia",3.3273599,117.5785049
4399,"Taos, New Mexico",36.4072134,-105.5733788
4400,"Manila, Philippines",14.5995124,120.9842195
4401,"Masai Mara Game Reserve, Kenya",-1.4821324,35.1299896
4402,"Gohu Airstrip, Papua New Guinea",-6.314993,143.95555
4403,"Rockford, Illinois",42.2711311,-89.0939952
4404,"Off Pachao Tao, Taiwan",23.3833333,119.5
4405,"Near Isfanan, Iran",32.6538966,51.6659656
4406,"Curitiba, Brazil",-25.4268985,-49.2651984
4407,"Anjouan, Comoros Islands",-12.2138145,44.4370606
4408,"Charlotte, North Carolina",35.2270869,-80.8431267
4409,"Diyarbakir, Turkey",37.9249733,40.2109826
4410,"Near Chachapoyas, Peru",-6.2301547,-77.8708478
4411,"Near Ndjolé, Gabon",-0.1882802,10.7605239
4412,"Busia, Kenya",0.4611106,34.1102266
4413,"Baucau, East Timor",-8.4731006,126.4553727
4414,"Near Agadir, Morocco",30.4280405,-9.5925444
4415,"Tallinn, Estonia",59.4369608,24.7535746
4416,"Ferguson, Kentucky",37.0667444,-84.5999413
4417,"Near Shahdad, Iran",30.4168666,57.7065211
4418,"Near Kohat, Pakistan",33.5888559,71.4429286
4419,"Near Barki, Russia",61.52401,105.318756
4420,"Tamanrasset, Algeria",22.7942358,5.5361426
4421,"Mulia, Indonesia",-3.700123,137.9647469
4422,"New Vienna, Iowa",42.5480503,-91.1143005
4423,"Near Kinshasa, Congo",-4.3032527,15.310528
4424,"Near Macka, Turkey",40.814221,39.610662
4425,"Talkeetna, Alaska",62.3209046,-150.1066221
4426,"Milan, Italy",45.4637384,9.1885446
4427,"Near Oiapoque, Brazil",3.8429225,-51.8344743
4428,"Christchurch, New Zealand",-43.5320301,172.636648
4429,"Belo Horizonte, Brazil",-19.919052,-43.9386685
4430,"Volcano, Hawaii",19.4282321,-155.2351628
4431,"Near Brest, France",48.3899275,-4.4855959
4432,"Near Rudshour, Iran",32.427908,53.688046
4433,"Anchor Point, Alaska",59.7796135,-151.842265
4434,"Near Rooisand Desert Ranch, Namibia",-23.2887916,16.1119858
4435,"Blida, Algeria",36.4735715,2.8323153
4436,"Belem, Para, Brazil",-1.4563073,-48.5012804
4437,"Macaé, Rio de Janeiro, Brazil",-22.3837126,-41.7827578
4438,"Port Sudan, Sudan",19.5903471,37.1901616
4439,"Near San Cristobal, Venezuela",7.7713572,-72.2261466
4440,"Off Treasure Cay, Bahamas",26.6761623,-77.2850194
4441,"Mount Kenya, Kenya",-0.1521384,37.3084079
4442,"Waialeale,Kauai, Hawaii",22.0706522,-159.4961272
4443,"Groton, Connecticut",41.3497456,-72.0790717
4444,"Tocomita, Venezuela",7.7594564,-63.0864702
4445,"Near Barrow, Alaska",71.2905556,-156.7886111
4446,"Kamchatka Peninsula, Russia",56.1327377,159.5314398
4447,"Cap Haitien, Haiti",19.7370362,-72.2067681
4448,"Off Hyannis, Massachusetts",41.6524911,-70.2881124
4449,"Near Summer Beaver, Canada",52.7986795,-88.4618085
4450,"Near La Quemada, Mexico",28.8464905,-107.0199885
4451,"Del Rio, Texas",29.3708857,-100.8958674
4452,"Near Meadview, Arizona",36.002155,-114.0684841
4453,"Gaspé, Quebec, Canada",48.8316351,-64.4869016
4454,Sao Gabriel de Cachoeria,-0.1307918,-67.0877374
4455,"Off Waikanae, New Zealand",-40.8786599,175.0641649
4456,"Uriman, Venezuela",5.35,-62.65
4457,"Buenos Aires, Argentina",-34.6036844,-58.3815591
4458,"Tampico, Mexico",22.2331041,-97.861099
4459,"Cody, Wyoming",44.5263422,-109.0565308
4460,"Near Hasi, Iraq",35.2947901,45.7655615
4461,"200 miles NE of Derby, Australia",-25.274398,133.775136
4462,"Near Ogle, Guyana",4.860416,-58.93018
4463,"Mosul, Iraq",36.3489278,43.157736
4464,"Spokane, Washington",47.6579711,-117.4235319
4465,"Boende, Congo",-0.2842862,20.8850949
4466,"Jellicoe, Ontario, Canada",49.6859305,-87.5300824
4467,"Mitu, Colombia",1.2521739,-70.233618
4468,"Helendale, California",34.7402853,-117.3257169
4469,"Cotonou, Benin",6.3562425,2.4277995
4470,"Off Sharm el Sheikh, Egypt",27.9654198,34.3617769
4471,"Tashkent, Uzbekistan",41.2994958,69.2400734
4472,"Bitonja, Bosnia-Herzegovina",43.915886,17.679076
4473,"Sharjah, United Arab Emirates",25.3561698,55.427211
4474,"Bakou, Azerbaijan Bakou, Azerbaijan",40.4092617,49.8670924
4475,"Tonopah, Nevada",38.069211,-117.2305861
4476,"Pyote, Texas",31.5348555,-103.1262722
4477,"Near Milpillas, Mexico",31.0729259,-110.4898936
4478,"Carepa, Colombia",7.755354,-76.6554309
4479,"Jiech, Sudan",12.862807,30.217636
4480,"Dalang, Sudan",12.0527239,29.655711
4481,"Near Manaus, Brazil",-3.1190275,-60.0217314
4482,"Urumqi, China",43.8266299,87.61688
4483,"Bozoy, Kazakhstan",46.211958,58.8264379
4484,"Mwingi, Kenya",-0.937411,38.0605006
4485,"Near Lukla, Nepal",27.6856603,86.7278059
4486,"Off Libreville, Gabon",0.4077972,9.4402833
4487,"Near Yengema, Sierra Leone",8.714878,-11.1698229
4488,"Off Beef Island, British Virgin Islands",18.4422832,-64.5310869
4489,"Off Macaé , Rio de Janeiro , Brazil",-22.3837126,-41.7827578
4490,"Ononge, Papua New Guinea",-6.314993,143.95555
4491,"Cincinnati, Ohio",39.1031182,-84.5120196
4492,"Near Maracay, Venezuela",10.2441931,-67.6066164
4493,"Near Rostov-on-Don, Russia",47.2357137,39.701505
4494,"Near Toula, Russia",54.204836,37.6184915
4495,"Near Mc Grath, Alaska",62.9559895,-155.5988928
4496,"Villahermosa, Mexico",17.989456,-92.9475061
4497,"Off Mount Athos, Greece",40.2644928,24.2152731
4498,"Tortuguero lagoon, Puerto Rico",18.4635253,-66.4435182
4499,"Kaduqli, Sudan",11.0105443,29.7136456
4500,"Halifax, Nova Scotia, Canada",44.8857087,-63.1005273
4501,"Jefferson City, Missouri",38.5767017,-92.1735164
4502,"Near Medellin, Colombia",6.2476376,-75.5658153
4503,"Coron Island, Philippines",11.9283293,120.2397336
4504,"Near Kirksville, Missouri",40.1947539,-92.5832496
4505,"San Diego, California",32.715738,-117.1610838
4506,"Martinsville, Virginia",36.6915262,-79.8725386
4507,"Caracas, Venezuela",10.4805937,-66.9036063
4508,"Baotou, Inner Mongolia, China",40.6578099,109.84021
4509,"Houston, Texas",29.7604267,-95.3698028
4510,"Near Bagram, Afghanstan",34.9402503,69.2549736
4511,"Montrose, Colorado",38.4783198,-107.8761738
4512,"Solo, Indonesia",-7.5695177,110.8250266
4513,"El Junquito, Venezuela",10.4621739,-67.083176
4514,"Near Jeddah, Saudi Arabia",21.5291545,39.1610863
4515,"Uberaba, Brazil",-19.7456327,-47.9385299
4516,"Tura,Siberia, Russia",64.2762406,100.2061164
4517,"Manguipayan, Colombia",1.7658466,-78.1838239
4518,"Keene, New Hampshire",42.933692,-72.2781409
4519,"Rutbah, Iraq",32.5597614,41.9196471
4520,"Lasi, Hungary",47.162494,19.503304
4521,"Near Al Taji, Iraq",33.5312281,44.2646701
4522,"Near Kabul, Afghanistan",34.5553494,69.207486
4523,"Near Khartoum, Sudan",15.597431,32.535587
4524,"Near Pueblo, Colorado",38.2705996,-104.6101033
4525,"Bimin, Papua, New Guinea",-6.314993,143.95555
4526,"Off Sarmi, Indonesia Sarmi, Indonesia",-1.8899839,138.753058
4527,"Chrallave, Venezuela",10.2110018,-66.8677563
4528,"Off Campbeltown, United Kingdom",55.424117,-5.605374
4529,"Varandey, Russia",68.824444,58.068889
4530,"Off Mwanza, Tanzania",-2.5164305,32.9174517
4531,"El Embrujo, Providencia Island, Colombia",13.3587542,-81.3594085
4532,"Near Rovie, Albania",41.153332,20.168331
4533,"Enarotali, Indonesia",-3.9264917,136.3648679
4534,"Tehran, Iran",35.7218583,51.3346954
4535,"Near Baghdad, Iraq",33.315241,44.3660671
4536,"Pisco, Peru",-13.7134562,-76.1841701
4537,"Near Stratford, New Zealand",-39.3379897,174.28411
4538,"Near Kisangani, Democratic Republic Congo",0.5185303,25.2007728
4539,"Lockhart River, Queensland, Australia",-12.7860548,143.3418664
4540,"El Portezulo, Argentina",-28.4700004,-65.6355522
4541,"Mongu, Zambia",-15.2735504,23.1501117
4542,"Walungu, Congo",-2.7081207,28.6468977
4543,"Khartoom, Sudan",15.597431,32.535587
4544,"Baney, Equatorial Guinea",3.7015971,8.9100475
4545,"Toronto, Canada",43.653226,-79.3831843
4546,"Off Palermo, Italy",38.1156864,13.3614635
4547,"Off Talinn, Estonia",59.4369608,24.7535746
4548,"Near Grammatikos, Greece",38.2031194,23.9632194
4549,"Near La Cucharita, Venezuela",10.8705057,-70.8998081
4550,"Near Pucallpa, Peru",-8.3928622,-74.5826166
4551,"Medan, Indonesia",3.5951956,98.6722227
4552,"Isiro, Democtratic Republic Congo",2.7722364,27.6082774
4553,"Near Brazzaville, Congo",-4.2744405,15.2812803
4554,"Aru, Democratic Republic Cogo",2.8410356,30.8613785
4555,"Lisa, Nigeria",8.4812797,4.6148877
4556,"Tehran, Iran",35.7218583,51.3346954
4557,"Chicago, Illinois",41.8781136,-87.6297982
4558,"Near Port Harcourt, Nigeria",4.8472226,6.974604
4559,"Off Miami Beach, Florida",25.790654,-80.1300455
4560,"Nardaran, Azerbaijan",40.5738701,49.9881435
4561,Near Karkov,50.0020127,36.3073994
4562,"Near Tal Afar, Iraq",36.3623583,42.4036715
4563,"Bukalaza, Uganda",1.373333,32.290275
4564,"Near Orumiyeh, Iran",37.5498061,45.0786282
4565,"Near Telkibanya, Hungary",48.4854061,21.3574906
4566,"Near Watertown, Wisconson",43.1947211,-88.7289918
4567,"Near Paris, Tennessee",36.3020023,-88.3267107
4568,"Rio Bonito, Brazil",-22.7099056,-42.6262961
4569,"Marsabit, Kenya",2.3354966,37.9943453
4570,"Kousséri, Cameroon",12.087083,15.0148322
4571,"Lashkar Gah, Afghanistan",31.6095648,64.4082082
4572,"Off Adler, Russia",43.4343234,39.9339462
4573,"La Ronge, Saskatchewan",55.10823,-105.285989
4574,Off SÃ£o Tomé Island,,
4575,"Yaocun, China",35.662262,116.932719
4576,"Abéché, Chad",13.8359124,20.8433709
4577,"Jumla, Napal",29.2889218,82.3017728
4578,"Sake, Democratic Republic Congo",-1.5631276,29.0518113
4579,"Irkutsk, Russia",52.2854834,104.2890222
4580,"Multan, Pakistan",30.157458,71.5249154
4581,Afghanistan,33.93911,67.709953
4582,"Bukavu, Democratic Republic Congo",-2.5123017,28.8480284
4583,"Near Pownal, Vermont",42.792313,-73.2269461
4584,"Near Piacenza, Italy",45.0526415,9.6936883
4585,"Near Donetsk, Ukraine",48.015883,37.80285
4586,"Lexington, Kentucky",38.0405837,-84.5037164
4587,"Mahad, Iran",32.427908,53.688046
4588,"Near Kandahar, Afghanistan",31.6205076,65.7158193
4589,"Vladikavkaz, Russia",43.0252344,44.6659759
4590,"Vandeikya, Nigeria",6.7835394,9.0695492
4591,"Near Sao Felix do Araguaia , Brazil",-11.6179644,-50.6650634
4592,"Stord, Norway",59.7952153,5.5079412
4593,"Tashkent, Russia",61.52401,105.318756
4594,"Near Abuja, Nigeria",9.0562646,7.4985259
4595,"Puncak Jaya, Indonesia",-4.0845986,137.1866179
4596,"Near Leticia, Colombia",-4.203165,-69.935907
4597,"Tehran, Iran",35.7218583,51.3346954
4598,"Cajon Pass, California",34.3117,-117.475
4599,"Off Parepare, Indonesia",-4.0096221,119.6290617
4600,"Near Balad Air Base, Iraq",34.0076216,44.148291
4601,"Near Baghdad, Iraq",33.315241,44.3660671
4602,"Pau, France",43.2951,-0.370797
4603,"Yogyakarta, Indonesia",-7.8013672,110.3647568
4604,"Princeville, Hawaii",22.2214996,-159.4815487
4605,"Hanea, Kauai, Hawaii",22.2229583,-159.5575969
4606,"Fazenda Nossa Senhora de Lourdes, Brazil",-22.697154,-47.043008
4607,"Samara, Russia",53.203772,50.1606382
4608,"Mogadishu, Somalia",2.037148,45.3379067
4609,"Near Kopinang, Guyana",4.933333,-59.8
4610,"Shatoi, Chechnya",42.8706519,45.6906525
4611,"Near Dizangue, Cameroon",3.7796742,9.9772486
4612,"Near El-Thamad, Egypt",29.6721339,34.3053545
4613,"Walikale Airstrip, Congo",-1.4296737,28.0742249
4614,"Near Pampa Hermosa, Peru",-11.4417838,-74.8273184
4615,"Freetown, Sierra Leone",8.4870803,-13.2354918
4616,"Near Milwaukee, Wisconson",43.0389025,-87.9064736
4617,"Selenge province, Mongolia",49.0183549,106.3334287
4618,"Near Kamina, Congo",-8.7368981,24.9872821
